상가업소번호,상호명,시도명,도로명,행정동명,시군구명,경도,위도
MA010120220811363553,리듬,제주특별자치도,제주특별자치도 제주시 무근성7길,삼도2동,제주시,126.51976246296,33.5138330575029
MA010120220811323684,토방속에장독대,제주특별자치도,제주특별자치도 제주시 신대로14길,연동,제주시,126.49289944927,33.4876610273156
MA010120220811328525,미소다방,제주특별자치도,제주특별자치도 서귀포시 성산읍 고성동서로,성산읍,서귀포시,126.914375188502,33.4505219037991
MA010120220811335884,비원,제주특별자치도,제주특별자치도 제주시 동문로,일도1동,제주시,126.52933491405,33.5131034449656
MA010120220811335892,아일랜드플라워,제주특별자치도,제주특별자치도 서귀포시 성산읍 서성일로,성산읍,서귀포시,126.849639843836,33.4243225626651
MA010120220811344212,신비의사랑,제주특별자치도,제주특별자치도 제주시 1100로,노형동,제주시,126.48616813511,33.4486303119693
MA010120220811355756,곰이당,제주특별자치도,제주특별자치도 서귀포시 남성로,천지동,서귀포시,126.553346878613,33.2420327408192
MA010120220811357863,블루스터디카페,제주특별자치도,제주특별자치도 제주시 천수로,일도2동,제주시,126.543671614544,33.5048624405598
MA010120220811361369,제주여기쯤,제주특별자치도,제주특별자치도 제주시 구좌읍 송당5길,구좌읍,제주시,126.784576189558,33.4728233792177
MA010120220811361374,바빈스커피모슬포점,제주특별자치도,제주특별자치도 서귀포시 대정읍 최남단해안로,대정읍,서귀포시,126.251945640561,33.2185768542216
MA010120220811374830,제주삼다알로에,제주특별자치도,제주특별자치도 제주시 한림읍 옹포남1길,한림읍,제주시,126.256440602059,33.404468940812
MA010120220811322630,모카,제주특별자치도,제주특별자치도 제주시 광양13길,이도2동,제주시,126.530941850687,33.4985398185059
MA010120220811335012,가비,제주특별자치도,제주특별자치도 제주시 고마로11길,일도2동,제주시,126.539397703423,33.5112118632225
MA010120220811338006,모래알,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.240822120143,33.3945200063021
MA010120220811361946,뽀르또,제주특별자치도,제주특별자치도 서귀포시 남원읍 위미중앙로,남원읍,서귀포시,126.663326449522,33.2731247524618
MA010120220811362865,벨롱,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.879462637559,33.5282653428121
MA010120220811364460,카페지니,제주특별자치도,제주특별자치도 서귀포시 남원읍 공천포로11번길,남원읍,서귀포시,126.640647864432,33.2648654448381
MA010120220811364473,달자카페,제주특별자치도,제주특별자치도 제주시 애월읍 애월해안로,애월읍,제주시,126.37975593484,33.4835490714809
MA010120220811365465,까사돌,제주특별자치도,제주특별자치도 제주시 중앙로12길,이도1동,제주시,126.523755734389,33.5118469432986
MA010120220811353286,카페띠아모제주,제주특별자치도,제주특별자치도 제주시 구남로,이도2동,제주시,126.535705153088,33.4912187877321
MA010120220811355058,소소샵,제주특별자치도,제주특별자치도 제주시 우도면 우도해안길,우도면,제주시,126.948052217065,33.5201806642291
MA010120220811355933,모드락572,제주특별자치도,제주특별자치도 서귀포시 표선면 가시로,표선면,서귀포시,126.773737726122,33.354476221193
MA010120220811356969,망고레이,제주특별자치도,제주특별자치도 제주시 내도3길,외도동,제주시,126.439151175968,33.4947052566881
MA010120220811363839,다금바리스타,제주특별자치도,제주특별자치도 제주시 한경면 노을해안로,한경면,제주시,126.16521042411,33.3087712248541
MA010120220811364542,녹두카페,제주특별자치도,제주특별자치도 서귀포시 성산읍 서성일로747번길,성산읍,서귀포시,126.862680068829,33.4326144985598
MA010120220811364598,사우다드,제주특별자치도,제주특별자치도 서귀포시 대정읍 하모이삼로51번길,대정읍,서귀포시,126.253559276394,33.2256101184994
MA010120220811366384,솜반내풍경,제주특별자치도,제주특별자치도 서귀포시 서홍로,서홍동,서귀포시,126.553601204261,33.2532138673941
MA010120220811366410,하늘샐리,제주특별자치도,제주특별자치도 제주시 신설로9길,이도2동,제주시,126.546071030365,33.4946562026827
MA010120220811326016,해당화다방,제주특별자치도,제주특별자치도 서귀포시 동문로,중앙동,서귀포시,126.56656262495,33.2492384467989
MA010120220811338109,고망딱새,제주특별자치도,제주특별자치도 제주시 서해안로,이호동,제주시,126.459639204376,33.5034515469262
MA010120220811339244,쪼끌락,제주특별자치도,제주특별자치도 제주시 구좌읍 김녕로21길,구좌읍,제주시,126.755203727957,33.5577625857075
MA010120220811341371,하늘정원,제주특별자치도,제주특별자치도 서귀포시 일주동로,서홍동,서귀포시,126.556983964178,33.2527300677442
MA010120220811342434,아란치오,제주특별자치도,제주특별자치도 제주시 서해안로,도두동,제주시,126.470918497666,33.5086212487363
MA010120220811342440,소우정,제주특별자치도,제주특별자치도 제주시 서광로,이도1동,제주시,126.52682021927,33.5005256822959
MA010120220811346404,산호다방,제주특별자치도,제주특별자치도 서귀포시 부두로,송산동,서귀포시,126.564440543665,33.2400614448828
MA010120220811350487,하루하나,제주특별자치도,제주특별자치도 제주시 애월읍 장전로,애월읍,제주시,126.393274160491,33.4520333215357
MA010120220811351541,카페,제주특별자치도,제주특별자치도 서귀포시 태평로120번길,대륜동,서귀포시,126.536643094606,33.2415568861725
MA010120220811352514,귤꽃,제주특별자치도,제주특별자치도 제주시 조천읍 함덕2길,조천읍,제주시,126.655314207967,33.5384200589941
MA010120220811353312,투썸플레이스제주연동점,제주특별자치도,제주특별자치도 제주시 신광로,연동,제주시,126.490160180499,33.4850532021856
MA010120220811355096,숨비아일랜드,제주특별자치도,제주특별자치도 서귀포시 성산읍 신천서로,성산읍,서귀포시,126.855457990518,33.3391804393947
MA010120220811356974,제주봄,제주특별자치도,제주특별자치도 서귀포시 검은여로130번길,영천동,서귀포시,126.587203576385,33.2502824319265
MA010120220811357004,머스태쉬커피MustacheCoffee,제주특별자치도,제주특별자치도 제주시 애월읍 애월로,애월읍,제주시,126.32201163159,33.4640699477458
MA010120220811363891,까미노,제주특별자치도,제주특별자치도 제주시 애월읍 고하상로,애월읍,제주시,126.347670036489,33.4579055278698
MA010120220811381461,흰당나귀,제주특별자치도,제주특별자치도 제주시 구좌읍 동복로,구좌읍,제주시,126.707597428122,33.5538545821308
MA010120220811321884,늘봄커피편의점,제주특별자치도,제주특별자치도 제주시 한라대학로,노형동,제주시,126.47283870883,33.4794720060627
MA010120220811327077,꽃이피다,제주특별자치도,제주특별자치도 제주시 진군3길,노형동,제주시,126.477854466776,33.4773294155369
MA010120220811336091,푸른산,제주특별자치도,제주특별자치도 제주시 서광로,삼도1동,제주시,126.522391893101,33.4995349721864
MA010120220811345517,이레하우스,제주특별자치도,제주특별자치도 제주시 신설동길,이도2동,제주시,126.550335833073,33.4960602073265
MA010120220811350606,테라스8.9,제주특별자치도,제주특별자치도 서귀포시 안덕면 대평로,안덕면,서귀포시,126.362679044346,33.2376495282563
MA010120220811352558,꼬엥,제주특별자치도,제주특별자치도 제주시 중앙로12길,이도1동,제주시,126.523884097248,33.511991691168
MA010120220811356058,오델로,제주특별자치도,제주특별자치도 서귀포시 남원읍 남한로,남원읍,서귀포시,126.717866243184,33.2791751942489
MA010120220811364751,카페아꼬떼,제주특별자치도,제주특별자치도 제주시 조천읍 선교로,조천읍,제주시,126.710891015629,33.4572018787757
MA010120220811366516,서쪽하늘,제주특별자치도,제주특별자치도 제주시 한경면 한장중길,한경면,제주시,126.166201771415,33.2892222763484
MA010120220811389972,외인다방,제주특별자치도,제주특별자치도 서귀포시 중앙로62번길,중앙동,서귀포시,126.562468777401,33.2503331170935
MA010120220811321962,파머스커피,제주특별자치도,제주특별자치도 서귀포시 월평하원로,대천동,서귀포시,126.456939988661,33.2437499691916
MA010120220811327112,LA만화,제주특별자치도,제주특별자치도 서귀포시 일주동로,천지동,서귀포시,126.557147111023,33.2522978666142
MA010120220811330262,보배다방,제주특별자치도,제주특별자치도 서귀포시 성산읍 고성중앙로,성산읍,서귀포시,126.911697885419,33.4497085759848
MA010120220811333488,코알라,제주특별자치도,제주특별자치도 제주시 과원북4길,연동,제주시,126.489095979498,33.4812170504916
MA010120220811347566,산책,제주특별자치도,제주특별자치도 제주시 애월읍 고내로7길,애월읍,제주시,126.336866828537,33.4669091542476
MA010120220811348739,제주나무카페,제주특별자치도,제주특별자치도 제주시 조천읍 선교로,조천읍,제주시,126.710378044188,33.4561998987089
MA010120220811352599,템푸스,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.797693161851,33.5549271614456
MA010120220811354386,뷰크레스트,제주특별자치도,제주특별자치도 서귀포시 태평로120번길,대륜동,서귀포시,126.536000704571,33.2412930187007
MA010120220811358250,차의향기,제주특별자치도,제주특별자치도 제주시 칠성로길,일도1동,제주시,126.526917644175,33.5142663047463
MA010120220811359259,마크로비오틱올리브,제주특별자치도,제주특별자치도 서귀포시 안덕면 신화역사로685번길,안덕면,서귀포시,126.378801241973,33.3260623003597
MA010120220811366627,곰순이,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.261108455667,33.4130528961965
MA010120220811376026,럭스하우징주,제주특별자치도,제주특별자치도 서귀포시 일주동로,효돈동,서귀포시,126.614664057567,33.2599999749084
MA010120220811376074,파스쿠찌제주노형,제주특별자치도,제주특별자치도 제주시 다랑곶길,노형동,제주시,126.47928119256,33.4870185192496
MA010120220811378553,제주특별자치도서귀포시관광지관리사무소,제주특별자치도,제주특별자치도 서귀포시 남성중로,천지동,서귀포시,126.559545984931,33.2447146588123
MA010120220811325065,전농로일공일,제주특별자치도,제주특별자치도 제주시 전농로,삼도2동,제주시,126.524172597286,33.5045095945637
MA010120220811333527,파이굽는돌담집,제주특별자치도,제주특별자치도 제주시 아란9길,아라동,제주시,126.540432273712,33.4722578207395
MA010120220811347578,FunFun도채비휴게소,제주특별자치도,제주특별자치도 제주시 1100로,노형동,제주시,126.487410013375,33.4514304039576
MA010120220811350690,모리노코에,제주특별자치도,제주특별자치도 제주시 구남로2길,이도2동,제주시,126.534360754575,33.4870754257196
MA010120220811354419,라브뉴,제주특별자치도,제주특별자치도 제주시 연삼로,이도2동,제주시,126.530179422657,33.4922618416922
MA010120220811356119,카페빠네띠에,제주특별자치도,제주특별자치도 제주시 신설로9길,이도2동,제주시,126.546071030365,33.4946562026827
MA010120220811357152,나비정원,제주특별자치도,제주특별자치도 서귀포시 대정읍 신영로,대정읍,서귀포시,126.249312830344,33.2203912736395
MA010120220811366645,달달한구,제주특별자치도,제주특별자치도 서귀포시 솔동산로10번길,송산동,서귀포시,126.562646895784,33.2425797192801
MA010120220811366655,서귀포평양옥,제주특별자치도,제주특별자치도 서귀포시 516로,영천동,서귀포시,126.600752326921,33.2983924781983
MA010120220811377996,서귀포시장애인단체연합회모커리,제주특별자치도,제주특별자치도 서귀포시 칠십리로72번길,송산동,서귀포시,126.56455999719,33.2397733409483
MA010120220811332000,원더샌드위치도남점,제주특별자치도,제주특별자치도 제주시 도남로16길,이도2동,제주시,126.527852504956,33.490765368222
MA010120220811339404,커피트리,제주특별자치도,제주특별자치도 제주시 한라대학로,노형동,제주시,126.478106720952,33.4765280601753
MA010120220811345688,블랙다방,제주특별자치도,제주특별자치도 서귀포시 중앙로59번길,천지동,서귀포시,126.561182453346,33.250058095998
MA010120220811350770,안녕육지사람,제주특별자치도,제주특별자치도 제주시 우도면 우도해안길,우도면,제주시,126.957171910216,33.5151892794435
MA010120220811351773,씨앤아이,제주특별자치도,제주특별자치도 서귀포시 표선면 표선중앙로,표선면,서귀포시,126.834118154011,33.3256564109761
MA010120220811353570,요기,제주특별자치도,제주특별자치도 제주시 전농로,용담1동,제주시,126.51368926764,33.5047033030362
MA010120220811353573,산방산흑돼지,제주특별자치도,제주특별자치도 서귀포시 안덕면 사계로114번길,안덕면,서귀포시,126.308629051909,33.2358731823675
MA010120220811353574,넙빌레스토리,제주특별자치도,제주특별자치도 서귀포시 남원읍 공천포로,남원읍,서귀포시,126.64854039623,33.2692158356165
MA010120220811355324,미호,제주특별자치도,제주특별자치도 제주시 우평로,외도동,제주시,126.429201443582,33.48425549404
MA010120220811356178,도로시,제주특별자치도,제주특별자치도 제주시 다랑곶6길,노형동,제주시,126.481813639684,33.4881741556667
MA010120220811356180,공일공이야기,제주특별자치도,제주특별자치도 서귀포시 동홍로,중앙동,서귀포시,126.56797159874,33.2507580884582
MA010120220811357207,쉼표,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.241955113494,33.3952482032603
MA010120220811359320,더오라,제주특별자치도,제주특별자치도 제주시 동성길,오라동,제주시,126.509664400628,33.4970419453043
MA010120220811376285,정클리언스,제주특별자치도,제주특별자치도 제주시 연삼로,오라동,제주시,126.520127293833,33.4925839598376
MA010120220811377694,플로베일배움터,제주특별자치도,제주특별자치도 제주시 도령로,연동,제주시,126.48933273222,33.4922084354654
MA010120220811377718,카페서연의집,제주특별자치도,제주특별자치도 서귀포시 남원읍 위미해안로,남원읍,서귀포시,126.655569771359,33.2694338664046
MA010120220811379416,레몬올레,제주특별자치도,제주특별자치도 서귀포시 안덕면 창천중앙로,안덕면,서귀포시,126.368487242869,33.2624917001646
MA010120220811341714,정다운다방,제주특별자치도,제주특별자치도 제주시 구좌읍 구좌로,구좌읍,제주시,126.856283023341,33.5231285456563
MA010120220811346675,돌고래전망카페,제주특별자치도,제주특별자치도 서귀포시 대정읍 노을해안로,대정읍,서귀포시,126.175929915457,33.2707322504356
MA010120220811350830,카카듀,제주특별자치도,제주특별자치도 제주시 박성내서길,이도2동,제주시,126.541784342939,33.4913045272444
MA010120220811355382,커피초아,제주특별자치도,제주특별자치도 제주시 동화로1길,화북동,제주시,126.57666069035,33.5174756331876
MA010120220811357280,그림앤카페,제주특별자치도,제주특별자치도 제주시 번영로,봉개동,제주시,126.591635438354,33.4917493116259
MA010120220811378156,보목동마을회,제주특별자치도,제주특별자치도 서귀포시 보목로64번길,송산동,서귀포시,126.595763484635,33.2370114673395
MA010120220811379548,빽다방베이커리제주사수점,제주특별자치도,제주특별자치도 제주시 서해안로,도두동,제주시,126.476618644162,33.5092855886279
MA010120220811381771,시연,제주특별자치도,제주특별자치도 제주시 테우해안로,이호동,제주시,126.451727599241,33.4968802749417
MA010120220811334668,토르토니,제주특별자치도,제주특별자치도 서귀포시 중앙로,천지동,서귀포시,126.560926406326,33.2519055337905
MA010120220811335410,이디야커피,제주특별자치도,제주특별자치도 서귀포시 일주동로,대륜동,서귀포시,126.509126404627,33.2483307587086
MA010120220811338690,핸즈커피,제주특별자치도,제주특별자치도 제주시 고마로5길,일도2동,제주시,126.538759069196,33.511894696461
MA010120220811346768,메이비,제주특별자치도,제주특별자치도 서귀포시 이중섭로,정방동,서귀포시,126.564233719258,33.2449836278081
MA010120220811350910,스테이위드커피,제주특별자치도,제주특별자치도 서귀포시 안덕면 형제해안로,안덕면,서귀포시,126.303264264559,33.2278008286577
MA010120220811352808,인,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.828047112143,33.5451997450253
MA010120220811380652,알앤에이치,제주특별자치도,제주특별자치도 제주시 한라대학로,노형동,제주시,126.473805952293,33.4796474188432
MA010120220811381233,태희드림,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.242125747642,33.3954025155175
MA010120220811381821,원택,제주특별자치도,제주특별자치도 제주시 중앙로,이도2동,제주시,126.530188183521,33.4986090905693
MA010120220811326462,떼르떼,제주특별자치도,제주특별자치도 제주시 수덕로,노형동,제주시,126.469682230778,33.4836779902549
MA010120220811342793,동원,제주특별자치도,제주특별자치도 제주시 동문로,일도1동,제주시,126.528701320056,33.5128395748483
MA010120220811937844,콕스,제주특별자치도,제주특별자치도 제주시 청사로1길,이도2동,제주시,126.520344118143,33.4903398322277
MA010120220811921446,나우커피제주,제주특별자치도,제주특별자치도 제주시 정존5길,노형동,제주시,126.472884477882,33.4843498134243
MA010120220811975459,잠시멈추다,제주특별자치도,제주특별자치도 제주시 애월읍 금성1길,애월읍,제주시,126.299667636905,33.44691480521
MA010120220811966363,워크인제주,제주특별자치도,제주특별자치도 제주시 한경면 한경해안로,한경면,제주시,126.164366636913,33.3240565666635
MA010120220811969857,헬렌앤마리,제주특별자치도,제주특별자치도 제주시 관덕로8길,이도1동,제주시,126.523785898847,33.5122347431298
MA010120220811993478,깡,제주특별자치도,제주특별자치도 서귀포시 표선면 가시로565번길,표선면,서귀포시,126.771946456343,33.3533549320089
MA010120220811933209,마블러스하도,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.880096485938,33.5292036214854
MA010120220811952854,카페봄봄,제주특별자치도,제주특별자치도 서귀포시 동홍중앙로90번길,동홍동,서귀포시,126.572356939473,33.2581034974994
MA010120220811970373,벳내린,제주특별자치도,제주특별자치도 서귀포시 하신상로,영천동,서귀포시,126.599540114961,33.2864149873267
MA010120220811962075,블리스찬,제주특별자치도,제주특별자치도 제주시 아연로,오라동,제주시,126.503342863708,33.4733679784646
MA010120220811720687,다린,제주특별자치도,제주특별자치도 서귀포시 법환로,대륜동,서귀포시,126.513838064972,33.2365289120442
MA010120220811758225,플레르엣방그래서화방,제주특별자치도,제주특별자치도 제주시 신성로14길,이도2동,제주시,126.530562723247,33.4970056749282
MA010120220811695218,지오,제주특별자치도,제주특별자치도 제주시 도남로3길,이도2동,제주시,126.526113455459,33.4979083632899
MA010120220811704256,여기제주,제주특별자치도,제주특별자치도 서귀포시 중앙로42번길,중앙동,서귀포시,126.563475915671,33.2484883140055
MA010120220811753570,우리들독서실,제주특별자치도,제주특별자치도 서귀포시 서문로41번길,천지동,서귀포시,126.558052976998,33.2492806289738
MA010120220811698271,카페봄봄오라점,제주특별자치도,제주특별자치도 제주시 오라로,오라동,제주시,126.509043831345,33.4964083737331
MA010120220811755875,스탠스커피,제주특별자치도,제주특별자치도 제주시 고산동산5길,이도2동,제주시,126.535330679147,33.4968613600278
MA010120220811688291,몬스터커피제주,제주특별자치도,제주특별자치도 제주시 노형14길,노형동,제주시,126.479296083154,33.4845301884429
MA010120220811729216,호텔리어스커피,제주특별자치도,제주특별자치도 서귀포시 중문관광로,예래동,서귀포시,126.415473954704,33.2558691460378
MA010120220811737312,갤러리오브디지털아트,제주특별자치도,제주특별자치도 서귀포시 안덕면 녹차분재로,안덕면,서귀포시,126.299661658375,33.304201183662
MA010120220811725370,모이,제주특별자치도,제주특별자치도 서귀포시 동홍남로,동홍동,서귀포시,126.57714870677,33.2569838304031
MA010120220811726866,고토,제주특별자치도,제주특별자치도 제주시 애월읍 구엄동3길,애월읍,제주시,126.380893084613,33.4809942524675
MA010120220811693573,파스쿠찌삼화지구점,제주특별자치도,제주특별자치도 제주시 건주로4길,삼양동,제주시,126.579894889524,33.5164227648915
MA010120220811702736,그라찌에보건의료관점,제주특별자치도,제주특별자치도 제주시 애월읍 평화로,애월읍,제주시,126.434303715544,33.4474759023534
MA010120220811893338,하례로379,제주특별자치도,제주특별자치도 서귀포시 남원읍 하례로381번길,남원읍,서귀포시,126.621678379804,33.2809393274816
MA010120220811865318,전학생,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.226742915625,33.3846959248345
MA010120220811882043,몽그레제주,제주특별자치도,제주특별자치도 제주시 도리로,이호동,제주시,126.460768781259,33.5000484640122
MA010120220811844151,낭만주의,제주특별자치도,제주특별자치도 제주시 내도1길,외도동,제주시,126.437585369014,33.4955546683058
MA010120220811849514,투썸플레이스제주대학,제주특별자치도,제주특별자치도 제주시 아란13길,아라동,제주시,126.546430140765,33.4691153056164
MA010120220811874897,더벌브,제주특별자치도,제주특별자치도 제주시 남성로,삼도1동,제주시,126.519110330235,33.5091422584321
MA010120220811908357,바람의향기가전해주는하루는..,제주특별자치도,제주특별자치도 제주시 동문로8길,일도1동,제주시,126.530696540982,33.5120898133194
MA010120220811889364,성산해나,제주특별자치도,제주특별자치도 서귀포시 성산읍 성산중앙로,성산읍,서귀포시,126.932951518012,33.4625157435749
MA010120220811849848,그루,제주특별자치도,제주특별자치도 제주시 산록북로,아라동,제주시,126.554013219844,33.4357114718688
MA010120220811888114,메리앤커피,제주특별자치도,제주특별자치도 제주시 가령골길,일도2동,제주시,126.540939137128,33.5046539959363
MA010120220811844844,카페온,제주특별자치도,제주특별자치도 제주시 다랑곶6길,노형동,제주시,126.47940116177,33.4903458954993
MA010120220811854665,올레향,제주특별자치도,제주특별자치도 제주시 한경면 저지9길,한경면,제주시,126.254736614705,33.3307714956878
MA010120220811919187,써니봉,제주특별자치도,제주특별자치도 제주시 봉개6길,봉개동,제주시,126.592576782808,33.4906434461933
MA010120220811860180,아르커피,제주특별자치도,제주특별자치도 제주시 서흘2길,삼양동,제주시,126.589731250379,33.5281493822461
MA010120220811908690,오지힐제주,제주특별자치도,제주특별자치도 제주시 한경면 일주서로,한경면,제주시,126.19335021931,33.3627641466626
MA010120220811909553,파스쿠찌제주한라대점,제주특별자치도,제주특별자치도 제주시 고사마루길,노형동,제주시,126.472230975822,33.4803349482455
MA010120220811792619,꼬스덴뇨,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.905254450185,33.5098680467376
MA010120220811813950,하토우커피로스터스,제주특별자치도,제주특별자치도 제주시 구좌읍 구좌로,구좌읍,제주시,126.870141577178,33.5200243128585
MA010120220811822388,삐끄니끄,제주특별자치도,제주특별자치도 제주시 비월길,연동,제주시,126.497391214795,33.4849565159715
MA010120220811829654,서늘다방,제주특별자치도,제주특별자치도 제주시 조천읍 선진길,조천읍,제주시,126.702355111576,33.4590029242699
MA010120220811771699,해안골프클럽카페,제주특별자치도,제주특별자치도 제주시 해안마을5길,노형동,제주시,126.456181953731,33.4608362458577
MA010120220811786761,어글리딜리셔스,제주특별자치도,제주특별자치도 제주시 구남동2길,이도2동,제주시,126.535921523972,33.4889836446189
MA010120220811761841,러움,제주특별자치도,제주특별자치도 제주시 우도면 우도해안길,우도면,제주시,126.949486332322,33.5159076655521
MA010120220811840251,고사리커피,제주특별자치도,제주특별자치도 제주시 구좌읍 중산간동로,구좌읍,제주시,126.764080221798,33.4733721081424
MA010120220811761857,우미지베이커리,제주특별자치도,제주특별자치도 제주시 설촌로12길,삼양동,제주시,126.582482911614,33.5243925723552
MA010120220811790832,세화탐나는도새기,제주특별자치도,제주특별자치도 제주시 구좌읍 세평항로,구좌읍,제주시,126.854083481094,33.5252627654341
MA010120220811825081,차걸신,제주특별자치도,제주특별자치도 제주시 도남로3길,이도2동,제주시,126.527362469177,33.4977778949551
MA010120220811772545,야시장이동식판매대,제주특별자치도,제주특별자치도 제주시 중앙로13길,이도1동,제주시,126.526455015809,33.5102795071008
MA010120220811657210,빽다방제주삼도일동점,제주특별자치도,제주특별자치도 제주시 서사로8길,삼도1동,제주시,126.519573859628,33.5070613821879
MA010120220811627565,에니스케리,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.242125747642,33.3954025155175
MA010120220811670963,가을남자의커피향기,제주특별자치도,제주특별자치도 제주시 애월읍 고내안길,애월읍,제주시,126.334798128814,33.4659333742172
MA010120220811651712,연출까페,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로,남원읍,서귀포시,126.718168282465,33.2787160469458
MA010120220811650997,보메와산,제주특별자치도,제주특별자치도 제주시 조천읍 미래로,조천읍,제주시,126.680178327098,33.4844991289783
MA010120220811659548,모모제이,제주특별자치도,제주특별자치도 제주시 인다8길,아라동,제주시,126.548728253697,33.4761200885835
MA010120220811674476,미주커피앤케이크,제주특별자치도,제주특별자치도 제주시 동광로5길,이도1동,제주시,126.53079507168,33.5038045620085
MA010120220811662356,스테이잔다,제주특별자치도,제주특별자치도 제주시 애월읍 애월로,애월읍,제주시,126.313760375291,33.4641597837066
MA010120220811555525,초원길,제주특별자치도,제주특별자치도 서귀포시 안덕면 한창로,안덕면,서귀포시,126.365485295625,33.2724573070463
MA010120220811550699,아미고라운드,제주특별자치도,제주특별자치도 서귀포시 하예로19번길,예래동,서귀포시,126.375219341033,33.2424646895352
MA010120220811507970,주파수,제주특별자치도,제주특별자치도 제주시 오복5길,이도2동,제주시,126.536155999665,33.497477535641
MA010120220811555765,그루스터디카페서귀포혁신도시센터,제주특별자치도,제주특별자치도 서귀포시 김정문화로41번길,대륜동,서귀포시,126.509854172229,33.25251718042
MA010120220811511371,델문도인김녕,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.768401952206,33.5634049019109
MA010120220812051600,호끌랑,제주특별자치도,제주특별자치도 서귀포시 장수로,서홍동,서귀포시,126.557459724334,33.2562751648801
MA010120220812062620,순백,제주특별자치도,제주특별자치도 제주시 서광로29길,이도1동,제주시,126.526416992464,33.5014527816401
MA010120220812064290,안길9,제주특별자치도,제주특별자치도 제주시 광평안길,노형동,제주시,126.467452876189,33.4840290672239
MA010120220812029004,공육사노트,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.259897482863,33.4113326618094
MA010120220812061927,그루스터디카페제주일도센터,제주특별자치도,제주특별자치도 제주시 고마로19길,일도2동,제주시,126.541972942627,33.5045315991584
MA010120220812043092,공예가있는찻집하늘,제주특별자치도,제주특별자치도 제주시 동광로1길,이도1동,제주시,126.528476691896,33.5026597546875
MA010120220812050945,오스모시스,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.830779912454,33.5407406066626
MA010120220812077808,귤한편,제주특별자치도,제주특별자치도 서귀포시 516로,영천동,서귀포시,126.592348315747,33.2862383326294
MA010120220812007170,제주연동점작심독서실,제주특별자치도,제주특별자치도 제주시 노연로,연동,제주시,126.495246752627,33.4855248198264
MA010120220812079418,쉬리니케이크,제주특별자치도,제주특별자치도 제주시 애월읍 애납로,애월읍,제주시,126.328189816475,33.4384804805263
MA010120220812003608,선물가게바나나,제주특별자치도,제주특별자치도 서귀포시 일주서로,예래동,서귀포시,126.417133692485,33.2580318108309
MA010120220812009829,보보,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로,남원읍,서귀포시,126.65681673661,33.2744323509091
MA010120220812027114,정독서실,제주특별자치도,제주특별자치도 제주시 용담로,용담2동,제주시,126.507649127516,33.5127667098637
MA010120220812070038,더벤티제주대학교점,제주특별자치도,제주특별자치도 제주시 제주대학로,아라동,제주시,126.564293590979,33.4572331874152
MA010120220811482048,티엔미미,제주특별자치도,제주특별자치도 제주시 연동4길,연동,제주시,126.487770538414,33.485223666871
MA010120220811453888,알포인트커피,제주특별자치도,제주특별자치도 제주시 애월읍 천덕로,애월읍,제주시,126.323368138157,33.4348388958221
MA010120220811480161,제주공간,제주특별자치도,제주특별자치도 제주시 노연로,노형동,제주시,126.483764837008,33.4857480010507
MA010120220811453261,공간,제주특별자치도,제주특별자치도 서귀포시 말질로161번길,대천동,서귀포시,126.480122720284,33.2372942000511
MA010120220811481102,밤의테이블,제주특별자치도,제주특별자치도 제주시 구좌읍 구좌로,구좌읍,제주시,126.855076980501,33.5233795884141
MA010120220811486006,몽마르카부덴,제주특별자치도,제주특별자치도 서귀포시 안덕면 사계남로216번길,안덕면,서귀포시,126.312861191042,33.2352384528193
MA010120220811486896,띠아모북,제주특별자치도,제주특별자치도 제주시 월랑로8길,노형동,제주시,126.476677121925,33.4888377805081
MA010120220812602821,아날로그감귤밭,제주특별자치도,제주특별자치도 제주시 해안마을8길,노형동,제주시,126.450868461845,33.455673737716
MA010120220812622259,송당뜰,제주특별자치도,제주특별자치도 제주시 구좌읍 송당6길,구좌읍,제주시,126.784526612251,33.4667735147927
MA010120220812591481,아임누,제주특별자치도,제주특별자치도 제주시 선덕로,연동,제주시,126.50059523291,33.4853661695398
MA010120220812641974,카페모작,제주특별자치도,제주특별자치도 제주시 한경면 일주서로,한경면,제주시,126.199729167763,33.364284035323
